periodo,provincia,provincia_id,efectores_pagos,monto_ms
2013-12-01,Neuquén,58,1864.0,169553.0
2013-12-01,Río Negro,62,6557.0,691174.0
2013-12-01,Salta,66,7362.0,1685136.0
2013-12-01,San Juan,70,4556.0,956561.19
2013-12-01,San Luis,74,2233.0,398622.0
2013-12-01,Santa Cruz,78,86.0,7050.0
2013-12-01,Santa Fe,82,8846.0,9995504.0
2013-12-01,Santiago del Estero,86,5699.0,1248903.0
2013-12-01,Tucumán,90,29006.0,6112174.0
2013-12-01,Tierra del Fuego,94,131.0,12041.0
2014-01-01,Ciudad de Buenos Aires,02,3377.0,390505.709999999
2014-01-01,Buenos Aires,06,185075.0,29908804.4799999
2014-01-01,Catamarca,10,4544.0,721970.0
2014-01-01,Córdoba,14,6652.0,698698.0
2014-01-01,Corrientes,18,11686.0,2173484.7
2014-01-01,Chaco,22,8282.0,1323974.0
2014-01-01,Chubut,26,901.0,98938.0
2014-01-01,Entre Ríos,30,10384.0,1510436.0
2014-01-01,Formosa,34,5354.0,818745.0
2014-01-01,Jujuy,38,4817.0,456435.29
2014-01-01,La Pampa,42,1906.0,202445.15
2014-01-01,La Rioja,46,3405.0,617111.0
2014-01-01,Mendoza,50,8288.0,1152634.0
2014-01-01,Misiones,54,17486.0,2279677.0
2014-01-01,Neuquén,58,1841.0,167464.0
2014-01-01,Río Negro,62,6542.0,688178.659999999
2014-01-01,Salta,66,7331.0,1682787.0
2014-01-01,San Juan,70,4510.0,954521.0
2014-01-01,San Luis,74,1986.0,384710.0
2014-01-01,Santa Cruz,78,95.0,8003.0
2014-01-01,Santa Fe,82,8750.0,996008.0
2014-01-01,Santiago del Estero,86,5692.0,1251681.0
2014-01-01,Tucumán,90,28986.0,6114211.0
2014-01-01,Tierra del Fuego,94,128.0,11534.0
2014-02-01,Ciudad de Buenos Aires,02,3431.0,394029.82
2014-02-01,Buenos Aires,06,187145.0,30289583.32
2014-02-01,Catamarca,10,4564.0,729197.0
2014-02-01,Córdoba,14,6779.0,712115.0
2014-02-01,Corrientes,18,11766.0,2182725.99
2014-02-01,Chaco,22,9627.0,1441031.0
2014-02-01,Chubut,26,895.0,98354.0
2014-02-01,Entre Ríos,30,10530.0,1532040.2
2014-02-01,Formosa,34,5381.0,824097.0
2014-02-01,Jujuy,38,4800.0,458824.0
2014-02-01,La Pampa,42,1914.0,201430.0
2014-02-01,La Rioja,46,3372.0,612566.0
2014-02-01,Mendoza,50,8389.0,11695334.0
2014-02-01,Misiones,54,18238.0,2363966.0
2014-02-01,Neuquén,58,1940.0,178604.0
2014-02-01,Río Negro,62,6572.0,693378.0
2014-02-01,Salta,66,7547.0,1716767.0
2014-02-01,San Juan,70,4529.0,962747.0
2014-02-01,San Luis,74,1991.0,385148.0
2014-02-01,Santa Cruz,78,82.0,6762.0
2014-02-01,Santa Fe,82,8870.0,1012948.0
2014-02-01,Santiago del Estero,86,5945.0,1333076.0
2014-02-01,Tucumán,90,29111.0,6144648.0
2014-02-01,Tierra del Fuego,94,126.0,11388.0
2014-03-01,Ciudad de Buenos Aires,02,3559.0,405365.0
2014-03-01,Buenos Aires,06,186277.0,30162658.22
2014-03-01,Catamarca,10,4641.0,741119.0
2014-03-01,Córdoba,14,7080.0,735790.0
2014-03-01,Corrientes,18,11786.0,2177510.69
2014-03-01,Chaco,22,9800.0,1453276.0
2014-03-01,Chubut,26,916.0,99741.0
2014-03-01,Entre Ríos,30,10717.0,1558196.48
2014-03-01,Formosa,34,5416.0,827870.0
2014-03-01,Jujuy,38,4851.0,462638.61
2014-03-01,La Pampa,42,2040.0,212138.0
2014-03-01,La Rioja,46,3389.0,612981.0
2014-03-01,Mendoza,50,8394.0,1170420.25
2014-03-01,Misiones,54,19267.0,2467300.0
2014-03-01,Neuquén,58,1861.0,171592.0
2014-03-01,Río Negro,62,6635.0,694723.0
2014-03-01,Salta,66,7678.0,1742702.0
2014-03-01,San Juan,70,4598.0,968272.0
2014-03-01,San Luis,74,1986.0,382009.0
2014-03-01,Santa Cruz,78,76.0,6397.0
2014-03-01,Santa Fe,82,9051.0,1033507.0
2014-03-01,Santiago del Estero,86,5939.0,1304218.0
2014-03-01,Tucumán,90,29010.0,6127693.0
2014-03-01,Tierra del Fuego,94,134.0,12483.0
2014-04-01,Ciudad de Buenos Aires,02,4024.0,445880.0
2014-04-01,Buenos Aires,06,190531.0,30546058.66
2014-04-01,Catamarca,10,4732.0,751681.0
2014-04-01,Córdoba,14,7643.0,798206.39
2014-04-01,Corrientes,18,12178.0,2235620.0
2014-04-01,Chaco,22,9965.0,1471749.0
2014-04-01,Chubut,26,965.0,104705.0
2014-04-01,Entre Ríos,30,11002.0,1584264.9
2014-04-01,Formosa,34,5629.0,853808.0
2014-04-01,Jujuy,38,5032.0,4787271.0
2014-04-01,La Pampa,42,2095.0,219129.0
2014-04-01,La Rioja,46,3451.0,622471.0
2014-04-01,Mendoza,50,8907.0,1217379.6
2014-04-01,Misiones,54,21502.0,2657273.0
2014-04-01,Neuquén,58,1990.0,181428.0
2014-04-01,Río Negro,62,6890.0,720903.0
2014-04-01,Salta,66,7789.0,1761052.0
2014-04-01,San Juan,70,4660.0,975944.15
2014-04-01,San Luis,74,2084.0,392879.0
2014-04-01,Santa Cruz,78,91.0,7834.0
2014-04-01,Santa Fe,82,9717.0,1094765.0
2014-04-01,Santiago del Estero,86,5962.0,1309766.0
2014-04-01,Tucumán,90,29109.0,6145644600000000.0
2014-04-01,Tierra del Fuego,94,139.0,12848.0
2014-05-01,Ciudad de Buenos Aires,02,3638.0,414686.0
2014-05-01,Buenos Aires,06,183491.0,29882805.7999999
2014-05-01,Catamarca,10,4604.0,744235.0
2014-05-01,Córdoba,14,7548.0,784967.99
2014-05-01,Corrientes,18,12037.0,2219100.0
2014-05-01,Chaco,22,9879.0,14598161.0
2014-05-01,Chubut,26,966.0,104171.0
2014-05-01,Entre Ríos,30,10907.0,1572600.0
2014-05-01,Formosa,34,5541.0,843764.0
2014-05-01,Jujuy,38,4862.0,462931.0
2014-05-01,La Pampa,42,2130.0,219876.0
2014-05-01,La Rioja,46,3409.0,617653.0
2014-05-01,Mendoza,50,8823.0,1214205.71
2014-05-01,Misiones,54,20688.0,2594589.0
2014-05-01,Neuquén,58,1957.0,178800.0
2014-05-01,Río Negro,62,6748.0,704106.0
2014-05-01,Salta,66,7764.0,1760906.0
2014-05-01,San Juan,70,4617.0,972367.15
2014-05-01,San Luis,74,2187.0,399967.0
2014-05-01,Santa Cruz,78,89.0,7957.0
2014-05-01,Santa Fe,82,9488.0,1074557.14
2014-05-01,Santiago del Estero,86,5941.0,1303853.0
2014-05-01,Tucumán,90,29038.0,6140590.0
2014-05-01,Tierra del Fuego,94,131.0,11235.0
2014-06-01,Ciudad de Buenos Aires,02,3630.0,409139.0
2014-06-01,Buenos Aires,06,165155.0,27221551.0
2014-06-01,Catamarca,10,4356.0,713429.0
2014-06-01,Córdoba,14,7521.0,773474.0
2014-06-01,Corrientes,18,11200.0,2082690.0
2014-06-01,Chaco,22,7781.0,1255965.0
2014-06-01,Chubut,26,945.0,102565.0
2014-06-01,Entre Ríos,30,10249.0,1504893.1
2014-06-01,Formosa,34,5320.0,816021.0
2014-06-01,Jujuy,38,4904.0,474830.0
2014-06-01,La Pampa,42,2210.0,226957.0
2014-06-01,La Rioja,46,3138.0,584216.96
2014-06-01,Mendoza,50,8420.0,1154785.43
2014-06-01,Misiones,54,18789.0,2390458.0
2014-06-01,Neuquén,58,1922.0,177159.0
2014-06-01,Río Negro,62,6638.0,699693.0
2014-06-01,Salta,66,7242.0,1676226.0
2014-06-01,San Juan,70,4288.0,915201.0
2014-06-01,San Luis,74,2016.0,376753.0
2014-06-01,Santa Cruz,78,83.0,7957.0
2014-06-01,Santa Fe,82,9737.0,1106023.0
2014-06-01,Santiago del Estero,86,5282.0,1197711.0
2014-06-01,Tucumán,90,25659.0,5630852.5
2014-06-01,Tierra del Fuego,94,121.0,10439.0
2014-07-01,Ciudad de Buenos Aires,02,4011.0,444647.72
2014-07-01,Buenos Aires,06,184641.0,29786033.0
2014-07-01,Catamarca,10,4643.0,746133.0
2014-07-01,Córdoba,14,7589.0,784750.0
2014-07-01,Corrientes,18,12037.0,2219346.0
2014-07-01,Chaco,22,9871.0,1453357.0
2014-07-01,Chubut,26,960.0,103879.0
2014-07-01,Entre Ríos,30,10876.0,1579647.0
2014-07-01,Formosa,34,5613.0,852528.0
2014-07-01,Jujuy,38,4965.0,476761.0
2014-07-01,La Pampa,42,2172.0,224767.0
2014-07-01,La Rioja,46,3455.0,623274.0
2014-07-01,Mendoza,50,8806.0,1208317.8
2014-07-01,Misiones,54,19408.0,2491271.0
2014-07-01,Neuquén,58,1991.0,181866.0
2014-07-01,Río Negro,62,6756.0,709328.2
2014-07-01,Salta,66,7834.0,1769666.0
2014-07-01,San Juan,70,4605.0,973455.0
2014-07-01,San Luis,74,2296.0,407486.0
2014-07-01,Santa Cruz,78,85.0,7884.0
2014-07-01,Santa Fe,82,9740.0,1104417.0
2014-07-01,Santiago del Estero,86,5894.0,1296918.0
2014-07-01,Tucumán,90,28877.0,6116744.67
2014-07-01,Tierra del Fuego,94,101.0,8468.0
2014-08-01,Ciudad de Buenos Aires,02,3806.0,412668.47
2014-08-01,Buenos Aires,06,180943.0,29142632.93
2014-08-01,Catamarca,10,4604.0,742702.0
2014-08-01,Córdoba,14,7292.0,759273.0
2014-08-01,Corrientes,18,11892.0,2202410.0
2014-08-01,Chaco,22,9595.0,1431530.0
2014-08-01,Chubut,26,952.0,102857.0
2014-08-01,Entre Ríos,30,10684.0,1560670.0
2014-08-01,Formosa,34,5507.0,836826.0
2014-08-01,Jujuy,38,4839.0,4649365.0
2014-08-01,La Pampa,42,2107.0,218708.0
2014-08-01,La Rioja,46,3365.0,611886.0
2014-08-01,Mendoza,50,8615.0,1184822.0
2014-08-01,Misiones,54,19593.0,2491490.0
2014-08-01,Neuquén,58,1956.0,178942.0
2014-08-01,Río Negro,62,6635.0,696773.0
2014-08-01,Salta,66,7737.0,1756307.0
2014-08-01,San Juan,70,4541.0,964768.0
2014-08-01,San Luis,74,2168.0,396317.0
2014-08-01,Santa Cruz,78,88.0,8030.0
2014-08-01,Santa Fe,82,9522.0,1084853.0
2014-08-01,Santiago del Estero,86,5901.0,1296042.0
2014-08-01,Tucumán,90,28556.0,6077942.95
2014-08-01,Tierra del Fuego,94,93.0,7957.0
2014-09-01,Ciudad de Buenos Aires,02,4434.0,771417.0
2014-09-01,Buenos Aires,06,188875.0,48364768.42
2014-09-01,Catamarca,10,4782.0,1226563.5
2014-09-01,Córdoba,14,8259.0,1374871.0
2014-09-01,Corrientes,18,12537.0,3673688.99
2014-09-01,Chaco,22,9989.0,2417728.0
2014-09-01,Chubut,26,1075.0,187312.0
2014-09-01,Entre Ríos,30,11316.0,2607116.5
2014-09-01,Formosa,34,6032.0,1469702.5
2014-09-01,Jujuy,38,5088.0,777970.5
2014-09-01,La Pampa,42,2411.0,390095.0
2014-09-01,La Rioja,46,3462.0,997847.0
2014-09-01,Mendoza,50,9349.0,2010148.98
2014-09-01,Misiones,54,20571.0,4274752.22
2014-09-01,Neuquén,58,2254.0,324875.0
2014-09-01,Río Negro,62,7129.0,1184407.5
2014-09-01,Salta,66,8106.0,2902025.5
2014-09-01,San Juan,70,4759.0,1582673.0
2014-09-01,San Luis,74,2245.0,651910.5
2014-09-01,Santa Cruz,78,103.0,14762.71
2014-09-01,Santa Fe,82,10701.0,1905179.0
2014-09-01,Santiago del Estero,86,5991.0,2105661.5
2014-09-01,Tucumán,90,28875.0,9782492.5
2014-09-01,Tierra del Fuego,94,88.0,12276.0
2014-10-01,Ciudad de Buenos Aires,02,4024.0,708689.0
2014-10-01,Buenos Aires,06,184111.0,47442049.23
2014-10-01,Catamarca,10,4778.0,1224326.5
2014-10-01,Córdoba,14,7690.0,1283825.5
2014-10-01,Corrientes,18,12305.0,3623375.0
2014-10-01,Chaco,22,9996.0,2350370.5
2014-10-01,Chubut,26,1043.0,178127.0
2014-10-01,Entre Ríos,30,11102.0,2573447.5
2014-10-01,Formosa,34,5856.0,1433399.0
2014-10-01,Jujuy,38,4784.0,731949.0
2014-10-01,La Pampa,42,2311.0,375523.0
2014-10-01,La Rioja,46,3398.0,985590.0
2014-10-01,Mendoza,50,8972.0,1955533.60999999
2014-10-01,Misiones,54,19672.0,4178514.5
2014-10-01,Neuquén,58,2163.0,311227.5
2014-10-01,Río Negro,62,6838.0,1143740.0
2014-10-01,Salta,66,8047.0,2875379.5
2014-10-01,San Juan,70,4594.0,1541309.0
2014-10-01,San Luis,74,2178.0,640414.5
2014-10-01,Santa Cruz,78,90.0,12639.5
2014-10-01,Santa Fe,82,10215.0,1816951.87
2014-10-01,Santiago del Estero,86,5964.0,2142609.0
2014-10-01,Tucumán,90,28743.0,9750716.5
2014-10-01,Tierra del Fuego,94,85.0,11300.5
2014-11-01,Ciudad de Buenos Aires,02,4536.0,789943.5
2014-11-01,Buenos Aires,06,185319.0,46560492.72
2014-11-01,Catamarca,10,4873.0,1245515.5
2014-11-01,Córdoba,14,7890.0,1317452.86
2014-11-01,Corrientes,18,12544.0,3665045.0
2014-11-01,Chaco,22,10169.0,2384068.38
2014-11-01,Chubut,26,1095.0,183778.0
2014-11-01,Entre Ríos,30,11381.0,2614849.24
2014-11-01,Formosa,34,6290.0,1495771.5
2014-11-01,Jujuy,38,4996.0,759640.5
2014-11-01,La Pampa,42,2432.0,389226.5
2014-11-01,La Rioja,46,3500.0,1003970.0
2014-11-01,Mendoza,50,9324.0,2000872.0
2014-11-01,Misiones,54,20653.0,4317621.0
2014-11-01,Neuquén,58,2323.0,330580.0
2014-11-01,Río Negro,62,7175.0,1189143.0
2014-11-01,Salta,66,8279.0,2920974.5
2014-11-01,San Juan,70,4783.0,1570536.5
2014-11-01,San Luis,74,2281.0,652720.0
2014-11-01,Santa Cruz,78,102.0,14576.5
2014-11-01,Santa Fe,82,10750.0,1913045.0
2014-11-01,Santiago del Estero,86,6179.0,2156888.5
2014-11-01,Tucumán,90,29065.0,9793936.0
2014-11-01,Tierra del Fuego,94,94.0,13048.0
2014-12-01,Ciudad de Buenos Aires,02,4781.0,894836.5
2014-12-01,Buenos Aires,06,184006.0,46413483.5
2014-12-01,Catamarca,10,4892.0,1253540.0
2014-12-01,Córdoba,14,7628.0,1263326.0
2014-12-01,Corrientes,18,12529.0,3669400.5
2014-12-01,Chaco,22,10078.0,2376017.5
2014-12-01,Chubut,26,1098.0,184652.5
2014-12-01,Entre Ríos,30,11279.0,2593639.5
2014-12-01,Formosa,34,6339.0,1518461.0
2014-12-01,Jujuy,38,4958.0,753056.0
2014-12-01,La Pampa,42,2343.0,378741.5
2014-12-01,La Rioja,46,3462.0,1000385.5
2014-12-01,Mendoza,50,9325.0,1999256.5
2014-12-01,Misiones,54,21443.0,4436669.5
2014-12-01,Neuquén,58,2310.0,325384.5
2014-12-01,Río Negro,62,7021.0,1159058.5
2014-12-01,Salta,66,8268.0,2926363.5
2014-12-01,San Juan,70,4726.0,1560634.0
2014-12-01,San Luis,74,2263.0,651701.0
2014-12-01,Santa Cruz,78,129.0,17125.5
2014-12-01,Santa Fe,82,10748.0,1909668.0
2014-12-01,Santiago del Estero,86,6171.0,2165618.5
2014-12-01,Tucumán,90,28944.0,9796601.5
2014-12-01,Tierra del Fuego,94,119.0,16659.5
2015-01-01,Ciudad de Buenos Aires,02,4598.0,871886.0
2015-01-01,Buenos Aires,06,181093.0,46105341.0
2015-01-01,Catamarca,10,4779.0,1226861.5
2015-01-01,Córdoba,14,7261.0,1228725.5
2015-01-01,Corrientes,18,12364.0,3657750.5
2015-01-01,Chaco,22,9919.0,2321495.5
2015-01-01,Chubut,26,1047.0,178711.0
2015-01-01,Entre Ríos,30,10946.0,2529797.5
2015-01-01,Formosa,34,6191.0,1480365.5
2015-01-01,Jujuy,38,5005.0,764356.5
2015-01-01,La Pampa,42,2204.0,361033.5
2015-01-01,La Rioja,46,3400.0,982444.5
2015-01-01,Mendoza,50,8957.0,1919454.0
2015-01-01,Misiones,54,20391.0,4313762.0
2015-01-01,Neuquén,58,2212.0,313501.5
2015-01-01,Río Negro,62,6675.0,1111643.0
2015-01-01,Salta,66,8194.0,2918325.0
2015-01-01,San Juan,70,4595.0,1517878.5
2015-01-01,San Luis,74,2164.0,625255.5
2015-01-01,Santa Cruz,78,107.0,14329.5
2015-01-01,Santa Fe,82,10266.0,1848505.5
2015-01-01,Santiago del Estero,86,6100.0,2138241.0
2015-01-01,Tucumán,90,28825.0,9781340.0
2015-01-01,Tierra del Fuego,94,115.0,15727.5
2015-02-01,Ciudad de Buenos Aires,02,4713.0,911729.0
2015-02-01,Buenos Aires,06,181289.0,46243510.0
2015-02-01,Catamarca,10,4840.0,1238395.0
2015-02-01,Córdoba,14,7279.0,1240142.5
2015-02-01,Corrientes,18,12478.0,3690137.5
2015-02-01,Chaco,22,10002.0,2342349.0
2015-02-01,Chubut,26,1050.0,179177.0
2015-02-01,Entre Ríos,30,11038.0,2547971.5
2015-02-01,Formosa,34,6292.0,1502267.5
2015-02-01,Jujuy,38,4946.0,754454.0
2015-02-01,La Pampa,42,2215.0,360800.5
2015-02-01,La Rioja,46,3424.0,989900.5
2015-02-01,Mendoza,50,8919.0,1919920.0
2015-02-01,Misiones,54,20359.0,4311199.0
2015-02-01,Neuquén,58,2202.0,312686.0
2015-02-01,Río Negro,62,6717.0,1124225.0
2015-02-01,Salta,66,8292.0,2940227.0
2015-02-01,San Juan,70,4551.0,1511121.5
2015-02-01,San Luis,74,2195.0,628634.0
2015-02-01,Santa Cruz,78,115.0,15378.0
2015-02-01,Santa Fe,82,10322.0,1861553.5
2015-02-01,Santiago del Estero,86,6098.0,2143600.0
2015-02-01,Tucumán,90,28286.0,9508031.0
2015-02-01,Tierra del Fuego,94,126.0,17242.0
2015-03-01,Ciudad de Buenos Aires,02,4565.0,895885.0
2015-03-01,Buenos Aires,06,178877.0,44968650.5
2015-03-01,Catamarca,10,4874.0,1234783.5
2015-03-01,Córdoba,14,7471.0,1285694.0
2015-03-01,Corrientes,18,12239.0,3561521.5
2015-03-01,Chaco,22,9903.0,2282584.5
2015-03-01,Chubut,26,1079.0,181856.5
2015-03-01,Entre Ríos,30,11059.0,2524788.0
2015-03-01,Formosa,34,6146.0,1466851.5
2015-03-01,Jujuy,38,5159.0,794064.0
2015-03-01,La Pampa,42,2262.0,366858.5
2015-03-01,La Rioja,46,3439.0,965552.0
2015-03-01,Mendoza,50,8883.0,1891144.5
2015-03-01,Misiones,54,21726.0,4457756.0
2015-03-01,Neuquén,58,2218.0,315598.5
2015-03-01,Río Negro,62,6775.0,1133195.5
2015-03-01,Salta,66,7986.0,2797980.5
2015-03-01,San Juan,70,4449.0,1446464.0
2015-03-01,San Luis,74,2104.0,599625.5
2015-03-01,Santa Cruz,78,124.0,16426.5
2015-03-01,Santa Fe,82,10562.0,1901163.5
2015-03-01,Santiago del Estero,86,5865.0,2017780.0
2015-03-01,Tucumán,90,27409.0,9031313.0
2015-03-01,Tierra del Fuego,94,132.0,18174.0
2015-04-01,Ciudad de Buenos Aires,02,4852.0,944349.0
2015-04-01,Buenos Aires,06,181329.0,46284168.5
2015-04-01,Catamarca,10,4913.0,1253773.0
2015-04-01,Córdoba,14,7583.0,1311557.0
2015-04-01,Corrientes,18,12605.0,3726602.0
2015-04-01,Chaco,22,10066.0,2364833.5
2015-04-01,Chubut,26,1110.0,186283.5
2015-04-01,Entre Ríos,30,11304.0,2602144.0
2015-04-01,Formosa,34,6521.0,1544091.0
2015-04-01,Jujuy,38,5174.0,793481.5
2015-04-01,La Pampa,42,2201.0,359985.0
2015-04-01,La Rioja,46,3493.0,1003414.5
2015-04-01,Mendoza,50,9067.0,1943686.0
2015-04-01,Misiones,54,22209.0,4589983.5
2015-04-01,Neuquén,58,2212.0,314433.5
2015-04-01,Río Negro,62,6788.0,1133195.5
2015-04-01,Salta,66,8410.0,2953624.5
2015-04-01,San Juan,70,4549.0,1512636.0
2015-04-01,San Luis,74,2186.0,628051.5
2015-04-01,Santa Cruz,78,126.0,16543.0
2015-04-01,Santa Fe,82,10660.0,1926211.0
2015-04-01,Santiago del Estero,86,6112.0,2149308.5
2015-04-01,Tucumán,90,28383.0,9545660.5
2015-04-01,Tierra del Fuego,94,124.0,16776.0
2015-05-01,Ciudad de Buenos Aires,02,4780.0,931534.0
2015-05-01,Buenos Aires,06,177773.0,45272249.5
2015-05-01,Catamarca,10,4933.0,1262627.0
2015-05-01,Córdoba,14,7542.0,1306664.0
2015-05-01,Corrientes,18,12606.0,3724621.5
2015-05-01,Chaco,22,10138.0,2377182.5
2015-05-01,Chubut,26,1112.0,187798.0
2015-05-01,Entre Ríos,30,11304.0,2615774.5
2015-05-01,Formosa,34,6563.0,1562148.5
2015-05-01,Jujuy,38,5194.0,795229.0
2015-05-01,La Pampa,42,2214.0,361383.0
2015-05-01,La Rioja,46,3513.0,1006909.5
2015-05-01,Mendoza,50,9126.0,1959646.5
2015-05-01,Misiones,54,21671.0,4532199.5
2015-05-01,Neuquén,58,2197.0,313501.5
2015-05-01,Río Negro,62,6807.0,1142515.5
2015-05-01,Salta,66,8478.0,2962828.0
2015-05-01,San Juan,70,4614.0,1521839.5
2015-05-01,San Luis,74,2218.0,632362.0
2015-05-01,Santa Cruz,78,119.0,15844.0
2015-05-01,Santa Fe,82,10577.0,1915609.5
2015-05-01,Santiago del Estero,86,6133.0,2151638.5
2015-05-01,Tucumán,90,28428.0,9549505.0
2015-05-01,Tierra del Fuego,94,131.0,18057.5
2015-06-01,Ciudad de Buenos Aires,02,4988.0,970794.5
2015-06-01,Buenos Aires,06,173235.0,44526882.5
2015-06-01,Catamarca,10,5000.0,1276257.5
2015-06-01,Córdoba,14,7952.0,1388913.0
2015-06-01,Corrientes,18,12924.0,3794405.0
2015-06-01,Chaco,22,10312.0,2412482.0
2015-06-01,Chubut,26,1167.0,197118.0
2015-06-01,Entre Ríos,30,11679.0,2690218.0
2015-06-01,Formosa,34,6822.0,1606535.0
2015-06-01,Jujuy,38,5105.0,795345.5
2015-06-01,La Pampa,42,2323.0,379324.0
2015-06-01,La Rioja,46,3520.0,1012734.5
2015-06-01,Mendoza,50,9493.0,2017663.5
2015-06-01,Misiones,54,21376.0,4532316.0
2015-06-01,Neuquén,58,2238.0,321074.0
2015-06-01,Río Negro,62,7243.0,1211134.0
2015-06-01,Salta,66,8491.0,2941741.5
2015-06-01,San Juan,70,4745.0,1546887.0
2015-06-01,San Luis,74,2220.0,634226.0
2015-06-01,Santa Cruz,78,126.0,17358.5
2015-06-01,Santa Fe,82,11146.0,2013819.0
2015-06-01,Santiago del Estero,86,6162.0,2163871.0
2015-06-01,Tucumán,90,28375.0,9589464.5
2015-06-01,Tierra del Fuego,94,137.0,18989.5
2015-07-01,Ciudad de Buenos Aires,02,4957.0,1348686.5
2015-07-01,Buenos Aires,06,170973.0,61210761.0
2015-07-01,Catamarca,10,4837.0,1727888.5
2015-07-01,Córdoba,14,7560.0,1840131.0
2015-07-01,Corrientes,18,12390.0,5122941.5
2015-07-01,Chaco,22,9818.0,3258747.0
2015-07-01,Chubut,26,1120.0,260984.0
2015-07-01,Entre Ríos,30,11170.0,3613078.0
2015-07-01,Formosa,34,6684.0,2194300.5
2015-07-01,Jujuy,38,4817.0,1046035.5
2015-07-01,La Pampa,42,2287.0,516800.0
2015-07-01,La Rioja,46,3325.0,1362575.5
2015-07-01,Mendoza,50,8999.0,2700764.5
2015-07-01,Misiones,54,20486.0,6163324.5
2015-07-01,Neuquén,58,2182.0,430236.0
2015-07-01,Río Negro,62,6885.0,1586253.0
2015-07-01,Salta,66,8288.0,4034108.5
2015-07-01,San Juan,70,4590.0,2108705.5
2015-07-01,San Luis,74,2208.0,875653.0
2015-07-01,Santa Cruz,78,127.0,23902.0
2015-07-01,Santa Fe,82,10512.0,2640525.0
2015-07-01,Santiago del Estero,86,5914.0,2944468.0
2015-07-01,Tucumán,90,27992.0,13211023.0
2015-07-01,Tierra del Fuego,94,67.0,12920.0
2015-08-01,Ciudad de Buenos Aires,02,5024.0,1361122.0
2015-08-01,Buenos Aires,06,168507.0,60668928.5
2015-08-01,Catamarca,10,4782.0,1712223.0
2015-08-01,Córdoba,14,7392.0,1808477.0
2015-08-01,Corrientes,18,12298.0,5102915.5
2015-08-01,Chaco,22,9731.0,3242112.5
2015-08-01,Chubut,26,1094.0,255331.5
2015-08-01,Entre Ríos,30,11032.0,3583200.5
2015-08-01,Formosa,34,6710.0,2201406.5
2015-08-01,Jujuy,38,4730.0,1028432.0
2015-08-01,La Pampa,42,2228.0,507110.0
2015-08-01,La Rioja,46,3294.0,1352562.5
2015-08-01,Mendoza,50,8767.0,2647308.0
2015-08-01,Misiones,54,21110.0,6269268.5
2015-08-01,Neuquén,58,2145.0,424099.0
2015-08-01,Río Negro,62,6786.0,1571233.5
2015-08-01,Salta,66,8257.0,4027325.5
2015-08-01,San Juan,70,4470.0,2079797.0
2015-08-01,San Luis,74,2208.0,875330.0
2015-08-01,Santa Cruz,78,113.0,21479.5
2015-08-01,Santa Fe,82,10519.0,2640686.5
2015-08-01,Santiago del Estero,86,5895.0,2940107.5
2015-08-01,Tucumán,90,28201.0,13233956.0
2015-08-01,Tierra del Fuego,94,133.0,25355.5
2015-09-01,Ciudad de Buenos Aires,02,5132.0,1376303.0
2015-09-01,Buenos Aires,06,168663.0,60663437.5
2015-09-01,Catamarca,10,4801.0,1718037.0
2015-09-01,Córdoba,14,7477.0,1824304.0
2015-09-01,Corrientes,18,12350.0,5112444.0
2015-09-01,Chaco,22,9764.0,3251802.5
2015-09-01,Chubut,26,1093.0,254685.5
2015-09-01,Entre Ríos,30,11057.0,3585461.5
2015-09-01,Formosa,34,6751.0,2206736.0
2015-09-01,Jujuy,38,4759.0,1035861.0
2015-09-01,La Pampa,42,2280.0,514539.0
2015-09-01,La Rioja,46,3333.0,1361768.0
2015-09-01,Mendoza,50,8889.0,2674763.0
2015-09-01,Misiones,54,20978.0,6312389.0
2015-09-01,Neuquén,58,2129.0,422161.0
2015-09-01,Río Negro,62,6869.0,1587060.5
2015-09-01,Salta,66,8237.0,4021996.0
2015-09-01,San Juan,70,4464.0,2078343.5
2015-09-01,San Luis,74,2203.0,870162.0
2015-09-01,Santa Cruz,78,127.0,24063.5
2015-09-01,Santa Fe,82,10749.0,2684614.5
2015-09-01,Santiago del Estero,86,5869.0,2934132.0
2015-09-01,Tucumán,90,28319.0,13263187.5
2015-09-01,Tierra del Fuego,94,129.0,24709.5
2015-10-01,Ciudad de Buenos Aires,02,5135.0,1374365.0
2015-10-01,Buenos Aires,06,169961.0,61183629.0
2015-10-01,Catamarca,10,4810.0,1725627.5
2015-10-01,Córdoba,14,7575.0,1841261.5
2015-10-01,Corrientes,18,12353.0,5126333.0
2015-10-01,Chaco,22,9831.0,3268437.0
2015-10-01,Chubut,26,1179.0,273258.0
2015-10-01,Entre Ríos,30,11145.0,3615339.0
2015-10-01,Formosa,34,6871.0,2252279.0
2015-10-01,Jujuy,38,5090.0,1096585.0
2015-10-01,La Pampa,42,2329.0,520999.0
2015-10-01,La Rioja,46,3439.0,1380986.5
2015-10-01,Mendoza,50,9095.0,2711585.0
2015-10-01,Misiones,54,21743.0,6503282.0
2015-10-01,Neuquén,58,2123.0,420869.0
2015-10-01,Río Negro,62,6934.0,1599496.0
2015-10-01,Salta,66,8282.0,4042183.5
2015-10-01,San Juan,70,4537.0,2094978.0
2015-10-01,San Luis,74,2200.0,868385.5
2015-10-01,Santa Cruz,78,176.0,38437.0
2015-10-01,Santa Fe,82,11212.0,2776023.5
